,,,,
model_1,False,100,2.4380832311157556,-0.006081437936774968
model_2,False,190,5.366919431492961,0.29050187494013846
model_3,False,100,2.43801270936219,0.010993954056656154
model_4,False,115,2.622051167415443,1.1743694800884639
model_5,False,100,2.5443444428524526,0.09708061664739646
model_6,False,110,2.592493598132807,1.1853813356349476
model_7,False,120,2.695481798919682,1.1533713374587076
model_8,False,120,2.7082959853077173,1.1522741021311407
model_9,False,115,2.719706767503328,1.1531647990006906
model_10,False,100,2.4391150949508935,-0.009296423401127778
