no,x,y,yaw
0,1.9288428250357916,0.6571391397455423,0.13390271609992507
1,1.9288428250357916,0.6571391397455423,0.13390271609992507
2,1.9288417546223147,0.657128634165494,0.13386490615029345
3,1.9323576768415633,0.6576165346062481,0.13566848254566852
4,1.9445090807297272,0.6593181386464212,0.14257493779447397
5,1.9629466300648817,0.6620140549166728,0.14439481046077018
6,1.9828188307590844,0.6648137594097697,0.135978508476306
7,2.0025908550431337,0.6674045530378712,0.12582100005867758
8,2.022436209423294,0.6698568955148232,0.11947766598364237
9,2.06245969681015,0.6741558199930217,0.08678354650878206
10,2.06245969681015,0.6741558199930217,0.08678354650878206
11,2.082650248854183,0.6757408658544677,0.07234038318588089
12,2.102587192375358,0.6771331409206528,0.0667555905193616
13,2.122524162461418,0.6784106195577982,0.061060662331493445
14,2.142550821234023,0.6795768885536413,0.055210357043463505
15,2.162621048633556,0.6806367675797456,0.05042587776701686
16,2.1826059312191135,0.6816278795506631,0.04888454370450539
17,2.202522072410732,0.6826060192735447,0.04898112465061334
18,2.222437393365895,0.6835940858866109,0.049718032861674775
19,2.2424176742597965,0.6845914054325526,0.049492959104134225
20,2.262457239108574,0.685571868262808,0.048282221708512714
21,1.9193100004393984,0.7567895119185805,0.13628839290985928
22,1.9193100004393984,0.7567895119185805,0.13628839290985928
23,1.9269880961164985,0.7577616247025146,0.10768778601307426
24,1.9411757735194066,0.7589608469943898,0.06262932309828506
25,1.9609818716921403,0.7598263225670433,0.02596127038151285
26,1.9813529076629302,0.7601525110119274,0.008111658290814245
27,2.0014645124343775,0.7602020940340536,-0.0038819082522577085
28,2.021623004316659,0.7599615786416258,-0.020155873397654823
29,2.041695716425006,0.7594062125607451,-0.035006798864912377
30,2.081666586559877,0.7575502785325405,-0.055483928890463
31,2.1017081449210258,0.7563508750959753,-0.06493969072315711
32,2.1218176817409016,0.7549377689186642,-0.07557810038135745
33,2.141430715388929,0.7533595915686492,-0.0848437194112386
34,2.141430715388929,0.7533595915686492,-0.0848437194112386
35,2.1611123803512973,0.7516594136480009,-0.08756744124108136
36,2.1809702055206333,0.7498992033794536,-0.08923633248574554
37,2.200881239311218,0.7481148030379285,-0.08977049745288007
38,2.220858402209332,0.746316187741685,-0.09012362124443178
39,2.280511453421938,0.7408557333819875,-0.09200473920049697
40,1.904772786478119,0.8556975026100582,0.13585035066267992
41,1.904772786478119,0.8556975026100582,0.13585035066267992
42,1.9155033606382104,0.8571904730545723,0.13764123884939455
43,1.9155033606382104,0.8571904730545723,0.13764123884939455
44,1.9319672546466906,0.8593503144294642,0.12001119342946444
45,1.9501387744411676,0.8612931740380007,0.09058513197598093
46,1.969920769912623,0.8627009423202474,0.05056906753944801
47,1.9901958742181132,0.8633120831631705,0.010817985585879457
48,2.0304936402274785,0.8627091791014464,-0.0419200191691541
49,2.0304936402274785,0.8627091791014464,-0.0419200191691541
50,2.050674872652458,0.8615924995025896,-0.06868920561135881
51,2.0708637823688676,0.859951464956376,-0.09390280132049747
52,2.090629973644761,0.8579014801243807,-0.11302799193781257
53,2.110681939383755,0.8554326268871764,-0.1318817614267121
54,2.1306055295544715,0.8526702387101798,-0.14314172245263537
55,2.150430149733251,0.8497204651453385,-0.15314821014496816
56,2.1703211515347225,0.8465237215540328,-0.165519255136222
57,2.190190294773152,0.8430944768163025,-0.17638161632567176
58,2.209879511751845,0.8394783629544983,-0.18739597811080808
59,2.2294418008254415,0.8356979364297382,-0.19363523032020383
60,2.2490553925425485,0.8317917842298592,-0.20012733326354118
61,1.9563752122960387,0.45902627253186146,0.13398958329351235
62,1.963195071931754,0.45994203998635824,0.13355643522001368
63,1.9736648955679568,0.4613212159546308,0.13035707140500874
64,1.9860257309568377,0.4629968484557393,0.13792138352137948
65,2.0036279128083345,0.46558325193698014,0.15300807908763
66,2.0428400112032734,0.4723273664993437,0.1907588685929651
67,2.0428400112032734,0.4723273664993437,0.1907588685929651
68,2.062357359187041,0.47629275143080213,0.20699298145217385
69,2.0816892149974096,0.4803409197106877,0.20623181605727559
70,2.1010349844422747,0.4845650071097218,0.22451600633701205
71,2.1203237573735496,0.48915948444598695,0.24177398212102857
72,2.1396966118331413,0.4940242922924537,0.24939806338172077
73,2.1591939631607944,0.4989964705909386,0.24986502435441135
74,2.1973479840215817,0.5094389395599833,0.28500754573091563
75,2.1973479840215817,0.5094389395599833,0.28500754573091563
76,2.2163422669266435,0.5151872584266101,0.3012737927563649
77,2.235477867668097,0.5211089282749973,0.2979216838219424
78,2.2542326233489134,0.5269016239539033,0.3024485466984531
79,2.292253801570612,0.5390037199945711,0.3157687811774504
80,2.292253801570612,0.5390037199945711,0.3157687811774504
81,1.9693561965608017,0.3598804717957085,0.13445598448252255
82,1.9741429345986719,0.36053519047475674,0.12766783597856932
83,1.9837565000037127,0.36161405463786295,0.08948208581647711
84,1.9971984825109566,0.36263929872120715,0.06825111704049197
85,2.015594155489454,0.3640014437920362,0.08403635655374102
86,2.0353829507242045,0.36591989880187886,0.10904899262202926
87,2.054934697511004,0.3682882511417854,0.1315817339829082
88,2.0744264833831347,0.371112414420522,0.15675365084180065
89,2.0938866131591887,0.37447032094385857,0.18536932430189632
90,2.113303238904291,0.3784150283789949,0.21601068170176133
91,2.1326526753952475,0.38297486764101896,0.24690827996839657
92,2.1516976257212344,0.388025726800517,0.2705209943324482
93,2.170138512543432,0.39327790153774017,0.2839997891576277
