step,x,y
1,0.00020954761100003792,0.0006200582026763603
2,0.00021134032310235387,0.000625310287163063
3,0.01540211003230362,0.0006907273000621592
4,0.054472611857000086,0.0009341740974895503
5,0.09426716509328541,0.001472826551625718
6,0.13433249441971484,0.002332393950816214
7,0.17396569636598735,0.003556819584280792
8,0.21381948243469648,0.005173877036780239
9,0.254846566130419,0.007243343630167226
10,0.29390858123050456,0.00967775125161289
11,0.3353433676290746,0.01288132129477892
12,0.373649689944794,0.0164954594171538
13,0.412531463039088,0.020866113368584422
14,0.45204936267103835,0.026179426677405818
15,0.4912416034082941,0.032504291672148064
16,0.5315731159242459,0.0403951823248179
17,0.5689560935553896,0.04892022207059557
18,0.6078212119962224,0.05872434672737687
19,0.646808963396994,0.06926041092818164
20,0.6851324074954561,0.08001149269656439
21,0.7232649227553073,0.09104446818230101
22,0.7628638719910276,0.10271037406361885
23,0.8006878057982905,0.11400940308756512
24,0.838302388042125,0.12564655089199653
25,0.8767719181360708,0.1381662437452919
26,0.9131381446836259,0.15100043613006195
27,0.9492869109754624,0.16557830188631562
28,0.9878385480781607,0.18365658774826188
29,1.0204075768888898,0.20114722199649648
30,1.05405600906151,0.2212417971430642
31,1.0914930313776139,0.24577956440564516
32,1.119636730802532,0.26587185488255294
33,1.1507908539744516,0.29011494076417205
34,1.1817111450553979,0.3163494738903701
35,1.2101762388723645,0.3424611384952211
36,1.2388218069884707,0.3699173002858159
37,1.2676966761713937,0.39794252848816775
38,1.2966512747475443,0.42688859732843276
39,1.3229877922831905,0.4546531119791223
40,1.3490683508943553,0.4842993621791597
41,1.3741599764193224,0.516120546441189
42,1.3966401654738168,0.5474585176437863
43,1.4189067176212935,0.5804131958232087
44,1.440362910856865,0.6146073556444963
45,1.4591845838671127,0.6491182366960673
46,1.4756717240995625,0.6848906016571221
47,1.4903240604090902,0.721002331653298
48,1.5038366636696991,0.7582319642658064
49,1.5159089724874653,0.7959161041708583
50,1.5272562346896887,0.836938062281023
51,1.5358876811900128,0.8731711839326599
52,1.5442451699976398,0.9115046062692299
53,1.553962797177766,0.9593369715216974
54,1.5597758916031788,0.9899654996867482
55,1.5669442000170135,1.0297172268907653
56,1.5735416898011017,1.068694428762359
57,1.5804753152033415,1.1127561508365478
58,1.5856130801341428,1.147682553586865
59,1.5910253608961182,1.1871003319509956
60,1.5961313292073775,1.226924809760211
61,1.6010133333120513,1.2670871746425185
62,1.6055729163071846,1.3060460045448747
63,1.6101182802696756,1.3462801521288983
64,1.6155393967599332,1.3966294887337947
65,1.6185406386049137,1.4256547229957317
66,1.622436771827536,1.4641648016471775
67,1.6268639073948097,1.5089512042439985
68,1.6305182113358447,1.547037329737439
69,1.6339586228399052,1.5850172314522006
70,1.6372402148685719,1.6241264837072913
71,1.6402887064056433,1.6640904867879567
72,1.6430821560657005,1.7042219429490795
73,1.645737056634096,1.7443403412260294
74,1.6485550270567868,1.7862774059105289
75,1.6519184995931342,1.831467387073948
76,1.6550006072770678,1.8675494409033269
77,1.6585122632509433,1.903483143056905
78,1.6631838450129988,1.9421424288691
79,1.6688967466884352,1.9829513867467257
80,1.674634197322671,2.0219396873853275
81,1.6852979102740149,2.0918779422232037
82,1.6868587103012347,2.101903513917692
83,1.6927533156219294,2.1401418678685427
84,1.6987815970640414,2.1802214027352895
85,1.7048531987230988,2.2221569627111992
86,1.7100536131107213,2.259406741648375
87,1.715818261207042,2.302027884300221
88,1.7217200604745468,2.3473010836400374
89,1.7256956549138236,2.3785644709223694
90,1.7312953594357918,2.4230780582762312
91,1.736270937315217,2.463762510483824
92,1.7409004889743398,2.5033351004342395
93,1.7468710107296541,2.5568410021778627
94,1.74903226076446,2.576790335998963
95,1.753421653072214,2.618675100984068
96,1.7571398133139329,2.6559844932428183
97,1.7609858946253858,2.696704049735019
98,1.7644995931330802,2.7357753691962547
99,1.767974666231168,2.7760420168508624
100,1.7712016555633376,2.8151118899020022
101,1.774373745507326,2.8556275188534763
102,1.7772645665435611,2.894615004024416
103,1.7808551315793009,2.9449129046087976
104,1.7829598731294964,2.975839298589351
105,1.785475587655853,3.0145777868269876
106,1.7879696270731893,3.0545624345093203
107,1.790434549927772,3.0971506659028525
108,1.7924563712373074,3.1342143110573035
109,1.794650813750135,3.177457701441975
110,1.7963778682686542,3.2156084921402988
111,1.7979882251669026,3.253860377939619
112,1.799505598872378,3.2940359381955466
113,1.8009238581184739,3.335335821562981
114,1.8021519295276538,3.3736096638357678
115,1.8034737474587779,3.4205689426644796
116,1.8043938435192426,3.4552939698642606
117,1.805312343653226,3.493454376263692
118,1.8063836433576261,3.5423912533410724
119,1.8070460503639736,3.573508719157152
120,1.807775488013256,3.613525146696858
121,1.8084608790885186,3.658205617000369
122,1.8089675470011521,3.7029504579775816
123,1.8092164572034415,3.734483383519422
124,1.809548607445405,3.7778191330351056
125,1.809757406316354,3.813238578968049
126,1.8099384457425962,3.854548227827309
127,1.8099858078757745,3.8940705609951913
128,1.8098594878965037,3.9328410471835125
129,1.8096171413404885,3.97939099425376
130,1.8092839960682534,4.01817540193484
131,1.8087945216368881,4.06052675328805
132,1.8083212294592246,4.092827026376926
133,1.8075591717105723,4.1327832265761
134,1.8066427954222866,4.1725433785490775
135,1.8055508111402554,4.212805832687499
136,1.8043412697239793,4.252171224160181
137,1.8030769506158952,4.292467310840358
138,1.801491985398549,4.337792563643576
139,1.8001515174823426,4.372741541276757
140,1.7983008883774747,4.414546204010453
141,1.7963260773815888,4.451810645113419
142,1.7939356590530957,4.491899556052565
143,1.791200726145525,4.531877372710598
144,1.788150078382573,4.571657436546973
145,1.784554548849019,4.613608142625575
146,1.7809191602202028,4.650666758004934
147,1.7763877340258014,4.692607459668988
148,1.7715337516090952,4.7342049439629745
149,1.8104631373118205,4.08355070611117
150,1.8403327109501486,4.090577067083125
151,1.8731217806419893,4.091677387639615
152,1.913370314732262,4.093582469293223
153,1.9543069941502837,4.096094163430412
154,1.9985511258554005,4.099751138544119
155,2.031756221984461,4.1032387516795055
156,2.071979761785453,4.108443523535307
157,2.1106200865521862,4.114929353766582
158,2.1511987676087743,4.123358016055306
159,2.1883086592170473,4.132054935809285
160,2.2270682500647663,4.1417219024985945
161,2.2699245411778763,4.152844752882233
162,2.3050499088081926,4.162381693562404
163,2.3438595856709434,4.173341589607128
164,2.3808610218873563,4.18405236793758
165,2.4217944737006687,4.19621087597707
166,2.4653394612766024,4.2094686956554455
167,2.6397031265432407,0.7937758939708366
168,2.6726354846993283,0.8020099296846763
169,2.71420715456539,0.8120499521356266
170,2.750993661537675,0.8199359080653204
171,2.792967709654889,0.8272619842982551
172,2.831527709261547,0.8317154150953299
173,2.8710458719579393,0.8338387469959697
174,2.91124497715656,0.8339337964032327
175,2.952452672495001,0.8322982316283136
176,2.994932183800391,0.8291625390480587
177,3.0315079181757527,0.8258745371835268
178,3.07212524216864,0.8220101258690722
179,3.1117657828516276,0.8184140316432275
180,3.151010620425143,0.8154552418596774
181,3.19048628615137,0.8133255389027224
182,3.2303620913222537,0.81227094856332
183,3.269893788266927,0.8123801398601606
184,3.309904404236517,0.8135207195625538
185,3.3501960436018177,0.8153830828860607
186,3.389748067286593,0.8170321938605674
187,3.4301007529460534,0.817920745134431
188,3.470560096571326,0.8178806001416524
189,3.5105795806841664,0.8170137815214903
190,3.5503504273135533,0.8154874687912312
191,3.591020991385725,0.8133531222944247
192,3.6309827626829856,0.8108698590181176
193,3.6698871700349684,0.8082808134108257
194,3.7142445162418003,0.8052466489750714
195,3.7511962215461168,0.8028130130504921
196,3.792673866665175,0.8001859595958608
197,3.830423799678481,0.7979313202058971
198,3.8697550503053413,0.7957157337254036
199,3.9109380387127883,0.7935168837331554
200,3.950354839442853,0.7916448575446148
201,3.9908288913357612,0.7898229352792308
202,4.032270307641012,0.7879370063354371
203,4.068641207814803,0.7862286753169607
204,4.108667157509136,0.7840846093302904
205,4.149463427572575,0.7815308034864511
206,4.188481280632373,0.7786952931724394
207,4.228863733084442,0.7753335498739312
208,4.268433147729335,0.7717627108257048
209,4.307869494082859,0.7679053113971659
210,4.347664858643632,0.7637846715049781
211,4.387719232828073,0.7595573755765938
212,4.4312977929527815,0.7548913580226666
213,4.46762938883901,0.7511330811114836
214,4.5122597501991555,0.7468069719002667
215,4.54669422353088,0.7437214318572845
216,4.586337947926276,0.7405861464133215
217,4.626415482777482,0.7377770698536926
218,4.666075885304778,0.7353860836192363
219,4.705798451208767,0.7333879954343336
220,4.746233281354401,0.731649113431096
221,4.785410697899798,0.7300931107811515
222,4.830000836892333,0.7281304190717416
223,4.865433024261727,0.7263014004571332
224,4.9104702495767,0.7230346874008691
225,4.94608706653954,0.7194603463298987
226,4.985736763123989,0.714760478593094
227,5.025820357814758,0.7094026065280838
228,5.065612639235145,0.7041042993404054
229,5.104339535457354,0.6993229395650675
230,5.143447333121402,0.6948471434438961
231,5.183331412645752,0.6905915330292588
232,5.223097781191595,0.6865971962822823
233,5.262732147034966,0.68283631514409
234,5.3033920235207175,0.6791791471557325
235,5.342638993818047,0.6756809453804888
236,5.382081183826686,0.6721825965156456
237,5.4221375166576715,0.6687778109189343
238,5.462054344477632,0.6655704817991595
239,5.502002288140102,0.6624932208734999
240,5.543210240751842,0.6593357167385635
241,5.585110181582997,0.656225280285423
242,5.620996592159595,0.653766782817542
243,5.6609428439355645,0.6511866390333323
244,5.704757419070684,0.6485773086950002
245,5.741167948262597,0.646590861964906
246,5.780564293303889,0.6448133783322147
247,5.820427023265226,0.6438551820637859
248,5.859803705528778,0.6441035556092914
249,5.900681289660278,0.6456079460414297
250,5.9387426957561,0.6483132442082387
251,5.978799655893065,0.6525192281647597
252,6.018495214774364,0.6579260698695946
253,6.057162896433232,0.6645900185957965
254,6.095872065093087,0.6727050201646673
255,6.134603593662965,0.6821721771711335
256,6.176446580417817,0.6942235746185368
257,6.2168483287579415,0.7075867485367262
258,6.247637279902472,0.7186226865777404
259,6.285770331063305,0.7329769110553598
260,6.32240717976287,0.7471394327789677
261,6.359598294620124,0.761641971890313
262,6.399090873441726,0.7769758186874004
263,6.43460232706184,0.7904694907090417
264,6.476930568165923,0.8059932624819894
265,6.510593958328228,0.8170548266343305
266,6.5489002837322845,0.8273963677684332
267,6.589484674782758,0.835404223298199
268,6.631952100678042,0.8406220861263263
269,6.6713530019222,0.8432086502762196
270,6.709716806201199,0.8443342150967419
271,6.749139561500868,0.8446409178833806
272,6.789445860328012,0.8450197432250534
273,6.836214136710312,0.8473521573203023
274,6.872542492190984,0.8518472806964144
275,6.913483118259918,0.8587523191846206
276,6.944960789753067,0.8647963948628216
277,6.985050966391414,0.8717498702410412
278,7.025437484556029,0.8777458132557527
279,7.064953605668905,0.8826835226661477
280,7.108467734620437,0.8862945356057053
281,7.1445260304433145,0.8877816794705409
282,7.184576104588185,0.8888488070961942
283,7.241231249963691,0.8915734633635287
284,7.264176317623866,0.8930387981899353
285,7.305179354200301,0.8953629742512889
286,7.344630491981516,0.8973062136915286
287,7.384608732448013,0.8993713396192259
288,7.4251058180633365,0.9017285201346028
289,7.464215248648116,0.9044019155711077
290,7.503765294306229,0.9075482762367048
291,7.544386159605374,0.9112368762214967
292,7.583152444018917,0.9150592879738507
293,7.623798999014277,0.9192597814457021
294,7.6633392220261864,0.9234426327703066
295,7.702487079357018,0.9274577938630864
296,7.742721980437881,0.9311829976793161
297,7.782228755398802,0.9343387853557913
298,7.823644411162545,0.9370101616438645
299,7.864287732324264,0.9390616481564645
300,7.902312169843587,0.9403407453230376
301,7.947944289853535,0.9406160383286135
302,7.983241480320479,0.9398508031001548
303,8.023568633978032,0.9378621088566194
304,8.063518499892506,0.9341890897722186
305,8.103350610166952,0.9285125544468211
306,8.149830558444267,0.9193739671257839
307,8.182569801436443,0.9114976368620196
308,8.235261009727873,0.8969017064400757
309,8.25932753109764,0.8897480565631634
310,8.302227484450245,0.8767287672379227
311,8.337323353596426,0.8660110543164435
312,8.376297591322363,0.8542299667294733
313,8.412337700760716,0.8435417840855326
314,8.45069607785308,0.8324494421361099
315,8.489236581826312,0.8216711304191731
316,8.530928336930252,0.810495057860551
317,8.56640866882929,0.8013612338720293
318,8.605440997190346,0.7917108783312984
319,8.644216851886814,0.7826546719863461
320,8.684971503097174,0.7737292952640202
321,8.743547765923978,0.7617425788424596
322,8.761030651279794,0.7583661780338704
323,8.800589943652776,0.7510067609442879
324,8.840839002807057,0.7439732040334822
325,8.879361772768942,0.737809589742571
326,8.924587806716833,0.7312730603450762
327,8.95857405224483,0.7269196296188722
328,8.998911972497808,0.7223402615692186
329,9.037297774241827,0.7184307990229135
330,9.076719948746664,0.7147748502734599
331,9.11954923456983,0.7110133707948413
332,9.160174782215368,0.7077213722797895
333,9.196290505245466,0.7050395418084604
334,9.23586538274994,0.7022636008754111
335,9.278368620713298,0.6994808714438129
336,9.31866299798048,0.6969556498090779
337,9.356232242723742,0.6947434396712432
338,9.395338953834163,0.6926471595345707
339,9.437749003482509,0.6905632738347093
340,9.475369483753337,0.6889459959877868
341,9.517047248677281,0.6873306130397807
342,9.557522835081691,0.6858916492650545
343,9.594888482698787,0.6847081380429599
344,9.63509724613451,0.6835303765983683
345,9.678623511268238,0.6824235053176999
346,9.714688567144494,0.6816615724747959
347,9.75519448260372,0.6809638919299243
348,9.794813122168064,0.6805047958748954
349,9.834967263369643,0.6802471738571501
350,9.875053857144511,0.6802089890595393
351,9.914421237491013,0.6803975824924292
352,9.954683677734364,0.6808598227021883
353,9.994768024954237,0.6816710608491099
354,10.03399233485907,0.6828911432214686
355,10.074188558250105,0.6847647704898662
356,10.113629858411844,0.6874994568073121
357,10.152932897623426,0.6916526098572735
358,10.192641819860349,0.6972010436858277
359,10.231537031444793,0.7036461120540012
360,10.271508987611975,0.7111728257421114
361,10.312684782655973,0.7196640585057515
362,10.356590049702618,0.7295803470592787
363,10.388056088551057,0.73707128669815
364,10.427499827369118,0.7465681287291243
365,10.465044564412148,0.7551213663899555
366,10.506937370480761,0.7637028863240446
367,10.544184991705192,0.7705361550806976
368,10.584690776399997,0.7770996396004327
369,10.623230822521561,0.7822270014961401
